Name,Price,Seller Name,Seller Location,Seller Phone,Item,Brand,Condition,Laptop Type,Processor Type,Processor Speed,Screen Size,RAM,Hard Disk,Disk Type,Graphics Card,Networking,Webcam,Card Reader,Battery,Keyboard,Software,Dimensions (W x D x H),Product Weight (Kg),Series,Chipset,Audio/Speaker,Optical Drive,Model,Extra Slot,Ports,Other Features
HP ZBook Firefly 14 G7 Core i5 10th Gen 512GB SSD,"৳ 48,500",ABC COMPUTER TECH,Uttara,01616000112,Used Laptop,HP,Used,Standard,Intel Core i5 10310U 10th Generation,"6M Cache, up to 4.40 GHz","14"" FHD",16GB DDR4 3200MHz,512GB NVMe SSD,SSD,Intel Iris Xe 8GB Graphics,"Intel Wi-Fi 6 AX200 2 x 2 and Bluetooth 5 combo, non-vPro",720p HD and IR camera,1 x smart card reader,3 Cell 5 WHr Long Life Battery,Spill-Resistant and Optional Backlight,Windows,12.73 x 8.44 x 0.70 inch,1.37 Kg,HP EliteBook,Integrated with Processor,"Audio by Bang and Olufsen, Integrated Stereo Speaker",N/A,,,,
HP EliteBook 845 G8 Ryzen 5 Pro 5650 512GB SSD Laptop,"৳ 39,500",ABC COMPUTER TECH,Uttara,01616000112,Used Laptop,HP,Used,Standard,AMD Ryzen 5 PRO 5650U,"base frequency of 2.30 GHz, up to 4.20 GHz with Turbo Boost, 6 Cores, 12 Threads, 16 MB Cache","14"" diagonal FHD IPS eDP anti-glare WLED-backlit bent, 250 nits, 45% NTSC",16GB DDR4 3200MHz,512GB NVMe,SSD,AMD Radeon 8GB,"Intel Wi-Fi 6 AX200 2 x 2 and Bluetooth 5 combo, non-vPro",720p HD and IR camera,,3 Cell 53 WHr Long Life Battery,Spill-Resistant and Optional Backlight,Windows,12.73 x 8.44 x 0.70 inch,1.37 Kg,HP EliteBook,Integrated with processor,"Audio by Bang and Olufsen, Integrated Stereo Speaker",,,,,
"HP Zbook Firefly G7 Core i7 10th Gen 14"" Touch Display","৳ 58,000",Technosoft Integration,Mohammadpur,01324728425,Used Laptop,HP,Used,Standard,Intel Core i7-10510U 10th Generation,"8M Cache, 1.80 GHz up to 4.90 GHz","14"" diagonal, 4K UHD Touch",16GB DDR4 2666MHz,512GB NVMe,SSD,Bulti In Graphics Card,"Intel Wi-Fi 6 AX201 2 x 2, Bluetooth 5 combo",720p HD webcam with IR; 720p HD webcam,,"HP Long Life 3-cell, 56Wh Li-ion polymer",HP Premium Quiet Keyboard,Windows,12.73 x 8.45 x 0.71 inch,1.41 kg,HP ZBook,Intel Integrated SoC,"Audio by Bang & Olufsen, dual stereo speakers",,,,,
Lenovo Ideapad 320 Core i5 8th Gen 6GB Total Graphics,"৳ 34,000",Zamans Laptop,Mohammadpur,01752986720,Used Laptop,Lenovo,Used,Standard,Intel Core i5-8250U 8th Generation,"6M Cache, 1.60 GHz Up To 3.40 GHz",15.6 Inch Diagonal FHD SVA Anti-Glare WLED-Backlit 1920 x 1080,8GB DDR4,256 GB M.2 NVMe,SSD,6GB Total Graphics with Dedicated NVIDIA GeForce MX150 GDDR5,"Integrated 10/100/1000 GbE LAN, WiFi, Bluetooth",HD Web Camera,Multi Format Card Reader,3 Hours Backup,Standard,Windows,,,Others,Intel Chipset,Built-In Speaker,,,,,
HP Victus 15-fa0165TX Core i5 12th Gen,"৳ 90,000",Zamans Laptop,Mohammadpur,01752986720,Used Laptop,HP,Used,Standard,Core i5-12450H,"4 x 2 GHz (Turbo Speed up to 4.4 GHz) Performance Cores, 4 x 1.5 GHz (Turbo Speed up to 3.3 GHz) Efficient Cores","15.6"" 4K Supported with 1920 x 1080p resolution",16GB DDR4 RAM,512GB M.2 NVME,SSD,12GB Graphics with Dedicated NVIDIA GTX 1650,"Bluetooth, Wi-Fi, LAN",HD,,,Backlit Keyboard with Anti-Ghost Key,,357.9 x 255 x 23.5 mm,2.29 kg,Others,,"B&O, Dual Speakers",,,,,
Lenovo ThinkPad X1 Carbon Gen 8 Core i5 10th 4K Display,"৳ 55,000",Khan Gadget,ElephantRoad,01974122755,Used Laptop,Lenovo,Used,Standard,Intel Core i5-10310U 10th Generation,"1.80 GHz, up to 4.90 GHz with Turbo Boost, 4 Cores, 8 Threads, 8 MB Cache","14"" 4K IPS, anti-glare, 500 nits",16GB DDR4 2133MHz,512GB NVMe,SSD,Intel Ultra HD-8GB,Intel Wi-Fi 6 AX201 802.11AX 2 x 2 & Bluetooth 5.1,HD 720p with ThinkShutter privacy cover,,4 Cell 51Wh Internal,LED Backlit,Windows,"12.71 x 8.54 x 0.59""",1.09 Kg,Lenovo Thinkpad,,"Dolby Atmos Speaker System, 4 x 360-degree far-field microphones",,,,,
Lenovo ThinkPad L13 Core i5 10th Gen Laptop,"৳ 36,999",Khan Gadget,ElephantRoad,01974122755,Used Laptop,Lenovo,Used,Standard,Intel Core i5-10310U 10th Gen,1.70GHz upto 4.40GHz,"13.3"" FHD Display",16GB DDR4 2666MHz,256GB,SSD,Intel Ultra HD-8GB,Intel Wi-Fi 6 AX201 Bluetooth V5.2,HD webcam,,Up To 2.5,LED Backlit,Windows,311.5 x 219 x 17.6 mm,Starting at 1.5 Kg,Lenovo Thinkpad,Intel Chipset,Intel HD Audio,N/A,,,,
HP EliteBook 845 G9 Ryzen 5 Pro 6650U Laptop,"৳ 49,999",Khan Gadget,ElephantRoad,01974122755,Used Laptop,HP,Used,Standard,AMD Ryzen 5 Pro-6650U,"Up To 4.50GHz, 16MB Cache","14"" FHD IPS Panel, anti-glare, 250 nits, 45% NTSC",8GB DDR5 4800MHz,512GB NVMe Express Drive,SSD,AMD Radeon-4GB,Realtek Wi-Fi 6 RTL8852BE 2 x 2 and Bluetooth V5.3 Wireless Card,5MP IR camera,,"HP Long Life 3-Cell, 51 Wh Li-ion",Backlit,Windows,31.56 x 22.4 x 1.92 cm,1.4 Kg,HP EliteBook,,"Bang & Olufsen, Dual Stereo Speaker, dual array world-facing microphones",,,,,
Acer Nitro 5 AN515-46 Ryzen 7 6800H Gaming Laptop,"৳ 115,000",Khan Gadget,ElephantRoad,01974122755,Used Laptop,Acer,Used,Gaming,AMD Ryzen 7-6800H,"Up To 4.7GHz, 16MB Cache","15.6"" LED-backlit TFT FHD 165Hz Refresh Rate",16GB DDR5 4800MHz,1TB Solid State Drive,SSD,Built-In AMD Radeon Graphics -8GB with NVIDIA RTX 3060 - 6GB DDR6,"Wi-Fi 6E Wireless LAN, Bluetooth V5.2 and later",720HD Webcam with Temporal Noise Reduction & Blue Glass Lens,,7.5 Wh 4-cell Li-ion,LED Backlit,Windows,360.4 x 271.09 x 25.9mm,2.5kg,Others,,"DTS X: Ultra Audio, featuring optimized Bass, Loudness, Speaker",,,,,
Asus ROG Zephyrus G14 Ryzen 9 5900HS Laptop,"৳ 120,000",Khan Gadget,ElephantRoad,01974122755,Used Laptop,Asus,Used,Gaming,AMD Ryzen 9-5900HS,"Up To 4.6GHz, 16MB Cache","14"" UHD / 2560 x 1440p 120Hz Refresh Rate",16GB DDR4 3200MHz,1TB NVM Express Drive,SSD,AMD Radeon Graphics-8GB with NVIDIA RTX 3060-6GB DDR6 Dedicated,"Wi-Fi 6E 802.11ax, Triple band 2 x 2 + Bluetooth V5.3",1080p FHD IR Camera for Windows Hello,,4-Cell Li-ion,LED Backlit,Windows,31.2 x 22.7 x 1.85 ~ 1.95cm,1.72 Kg,Others,,"Dolby Atmos, 4-speaker system with Smart Amplifier Technology",,,,,
HP Envy 14-eb0007TX Core i5 11th Gen Touch Laptop,"৳ 73,999",Khan Gadget,ElephantRoad,01974122755,Used Laptop,HP,Used,Standard,Intel Core i5-1135G7 11th Generation,"up to 4.2 GHz with Intel Turbo Boost Technology, 8 MB L3 Cache, 4 Cores","14 inch diagonal, WUXGA, Touch, IPS, micro-edge, anti-glare, 400 nits, 100% sRGB",16GB DDR4 3200MHz,512 GB PCIe Gen 3 x4 NVMe TLC,SSD,Intel Iris Xe Graphics-8GB with NVIDIA GeForce GTX 1650 Ti with Max-Q design 4GB GDDR6 dedicated,Intel Wi-Fi 6 AX201 2 x 2 and Bluetooth V5 Combo,HP Wide Vision 720p HD camera,1 microSD media card reader,"4-Cell, 63.3 Wh Li-ion Polymer",LED Backlit,Windows,31.31 x 22.4 x 1.79 cm,Starting at 1.49 Kg,HP Envy,Intel,"Audio by Bang Olufsen, Dual Speaker",N/A,,,,
HP Zbook Firefly 15 G8 Core i7 11th Gen 4GB Dedicated,"৳ 75,000",Khan Gadget,ElephantRoad,01974122755,Used Laptop,HP,Used,Standard,Intel Core i7-1165G7 11th Gen,"12M Cache, 2.80 GHz up to 4.70 GHz, with IPU","15.6"" FHD",32GB DDR4 3200MHz,512GB NVM,SSD,"NVIDIA 4GB, Intel 8GB Total 12 GB Graphics","Intel Wi-Fi 6 AX201 (2 x 2),  Bluetooth 5.2",Integrated HD 720p Infrared (IR) DualAryMic Webcam,,"3 Cell, 56 WH Capacity, Li-ion polymer",LED Backlit,Windows,359.5 x 233.6 x 19.2mm,1.75 Kg,HP ZBook,Integrated in System on Chip (SOC),Dual stereo speakers,,,,,
HP EliteBook X360 1040 G8 Core i7 11th Gen Laptop,"৳ 69,999",Khan Gadget,ElephantRoad,01974122755,Used Laptop,HP,Used,Standard,Intel Core i7-1165G7 11th Generation,"Up To 4.70GHz, 12MB Cache","14"" FHD X360 Display",32GB LPDDR4x 4267MHz,512GB NVMe Drive,SSD,Intel Iris Xe- 16GB,"Intel Dual Band Wireless-AX201 802.11a/b/g/n/ac 2 x 2 Wi-Fi 6, Bluetooth v5",HD Cam,,"7.72V 78W, 4-Cell",,Windows,11.96 x 7.63 x 0.63 inch,,HP EliteBook,,"4 Premium stereo speakers, Audio by Bang & Olufsen",,,,,
HP Victus 15-fa0998TX Core i5 12th Gen Gaming Laptop,"৳ 83,000",Pc Geek BD,ElephantRoad,01763322100,Used Laptop,HP,Used,Gaming,Intel Core i5-12450H 12th Generation,"up to 4.4 GHz with Intel Turbo Boost Technology, 12 MB L3 cache, 8 cores, 12 threads","15.6"" FHD 144 Hz Display",16 GB DDR4 3200MHz,1 TB NVME,SSD,NVIDIA GeForce RTXTM 3050 4GB GDDR6 Dedicated,"MediaTek Wi-Fi 6 MT7921 2 x 2 and Bluetooth 5.2 combo, Supporting Gigabit data rate",HD,SD Card Reader,"70 Wh, 4 Cell",US International,Windows,35.79 x 23.97 x 2.25 cm,2.37 Kg,Others,,"BANG & OLUFSEN, Dual Stereo Speakers",,,,,
Dell XPS13 9300 Core i5 10 Gen Touch Screen,"৳ 55,000",Bangladesh Laptop Gallery,ElephantRoad,01687321007,Used Laptop,,Used,Standard,Intel Core i5-1035G7 10th Gen,"6M Cache, up to 3.70GHz","13.3"" X360 Full HD Touch",8GB DDR4,512GB M.2 PCIe NVMe Solid State Drive,SSD,Intel Iris Plus Graphics,Wi-Fi 6 AX1650 & Bluetooth 5.0,HD Webcam,MicroSD,"4-Cell, 52 WHr",Backlit,,,1.23 Kg,Dell XPS,,2 x 2 Watt Built-In Speakers,,,,,
Dell Inspiron15-7559 Core i7 4GB Graphics Gaming Laptop,"৳ 37,000",Bangladesh Laptop Gallery,ElephantRoad,01687321007,Used Laptop,Dell,Used,Gaming,Intel Core i7 6th Gen 6700HQ,"6M Cache, up to 3.50 GHz","15.6"" Full HD LED Display",16 GB,512GB,SSD,Intel HD graphics 4GB with NVIDIA GeForce GTX 960M 4GB Dedicated Graphics,"Wi-Fi, Bluetooth, LAN",HD Webcam,Yes,"6 Cell Battery, Up to 11 Hours Backup",Standard,Windows,,2.57 Kg,Dell Inspiron,Intel H110,Stereo Speakers with Waves MaxxAudio 4.0,,,,"combo audio port, 3 x USB 3.0.",
Dell Latitude E7270 Core i7 6th Gen 256GB SSD Laptop,"৳ 19,000",Bangladesh Laptop Gallery,ElephantRoad,01687321007,Used Laptop,Dell,Used,Standard,Intel Core i7-6th Gen Processor,"2.60GHz Clock Speed up to 3.40GHz, 4MB Cache","12.5"" HD",8GB DDR4,256GB,SSD,‎Intel Integrated Graphics,"Wi-Fi, LAN, Bluetooth",2MP HD Web Camera,,4 Hours Battery Backup,Backlit Keyboard,,310.5 x 18.85 x 215.15mm Dimension,1.26 Kg,Dell Latitude,Intel,,,,,,
HP ProBook 440 G7 Core i5 10th Gen 8GB RAM Laptop,"৳ 31,500",Rons Tech BD,ElephantRoad,01814948569,Used Laptop,HP,Used,Standard,Intel Core i5-10210U 10th Gen,"6M Cache, 1.60 GHz up to 4.20 GHz","14-inch diagonal FHD IPS eDP anti-glare slim, 250 nits, 45% NTSC",8GB DDR4 2666MHz,256GB NVMe Express Drive,SSD,Intel Ultra HD 4GB,"Intel Dual Band Wireless-AC 9560 802.11a/b/g/n/ac 2 x 2 WLAN and Bluetooth 5 Combo, non-vPro, Realtek 10/100/1000 GbE NIC",720p HD camera,"Supports SD, SDHC, and SDXC","HP Long Life 3-cell, 45 Wh Li-ion",LED Backlit,Windows,32.42 x 23.77 x 1.80 cm,Starting at 1.6 kg,HP Probook,,2 Integrated stereo speaker,N/A,,,,
Dell Latitude 3410 Core i5 10th Gen Laptop,"৳ 37,000",Bangladesh Laptop Gallery,ElephantRoad,01687321007,Used Laptop,Dell,Used,Standard,Intel Core i5-10210U 10th Generation,"Base Frequency 1.60 GHz up to 4.20 GHz, 6M Cache","14"" FHD Anti-Glare Display",16GB,256GB,SSD,Intel UHD GPU,"Intel Dual Band Wi-Fi 6 AX201 2x2 802.11ax 160MHz, Bluetooth 5.1,",HD,,3 Cell ExpressCharge Capable Battery,Backlit Keyboard,,"12.85 x 8.91 x 0.72""",1.61Kg,Others,,"Universal Audio Jack, and Microphone",,,,,
Asus Zenbook UX303U Core i5 6th Gen 8GB RAM Laptop,"৳ 22,000",Bangladesh Laptop Gallery,ElephantRoad,01687321007,Used Laptop,Asus,Used,Standard,Intel Core i5-6200U 6th Gen,"2.30GHz Upto 2.80GHz, 3MB CPU Cache","13.3"" IPS LED Display",8GB DDR4,256GB SSD,SSD,,"Integrated 802.11 b/ g/ n, Bluetooth V4.0, 10/ 100/ 1000 Base T",HD Webcam,,About 1.30 hours backup,,Windows,,1.45 Kg,Others,,Stereo Speakers with Waves MaxxAudio 4 Processing Built-in Digital Microphone,,,,,
"Lenovo Legion 5 Pro Ryzen 7 6800H 16"" 165Hz Laptop","৳ 140,000",Pc Geek BD,ElephantRoad,01763322100,Used Laptop,Lenovo,Used,Gaming,AMD Ryzen 7 6800H Processor,"3.20 GHz, up to 4.70 GHz Max Boost, 8 Cores, 16 Threads, 16 MB Cache","16"" IPS, 2560 x 1600p resolution, 500nits Anti-glare, 100% sRGB, 165Hz, DisplayHDR 400, Dolby Vision, FreeSync, G-SYNC, Low Blue Light Diplsy",16 GB DDR5 4800MHz,1TB PCIe SSD Gen 4,SSD,"NVIDIA GeForce RTX 3070, 8 GB GDDR6",Wi-Fi 6E 802.11AX 2 x 2 Bluetooth V5.1,720p HD with E-privacy Shutter,,Integrated 80Wh,4-Zone RGB backlight,Windows,19.9 x 359.9 x 262.4mm / 0.78 x 14.17 x 10.33″,Starting at 2.49 Kg,Others,,2 x 2W Stereo Speakers with Nahimic Audio,,,,,
"HP Envy 17-CR1008CA Core i7 13th Gen  i7"" Touch Laptop","৳ 115,000",Pc Geek BD,ElephantRoad,01763322100,Used Laptop,HP,Used,Gaming,Intel Core i7-1355U 13th Generation,"5 GHz with Turbo Boost, 10 Cores, 12 Threads, 12 MB Cache","17"" Inch FHD IPS LED Touch Display",16 GB DDR4,1TB PCIe NVMe,SSD,NVIDIA GeForce RTX 3050 Laptop GPU 4GB GDDR6 dedicated,Wi-Fi 6E 2 x 2 and Bluetooth 5.3 Wireless Card,HD Webcam,,4 Cells 55 mAh Li-Ion Polymer,LED Backlit,Windows,15.68 x 0.77 x 10.2 inch,2.49 Kg,HP Envy,Intel integrated SoC,"Bang & Olufsen, dual stereo speakers, dual array microphones",,,,,
"Lenovo 80XH Core i3 6th Gen 15.6"" Display Laptop","৳ 15,000",ZOOM COMPUTERS,Mirpur,01798303030,Used Laptop,Lenovo,Used,Standard,Intel Core i3 6th Gen,up to 2.00GHz,"15.6"" LED",4GB,128 GB,SSD,Intel HD Graphics 520,"LAN, Wi-Fi, Bluetooth",HD Webcam,yes,3-Cell Li-ion,Standard,Windows 10,37.8 x 26 x 2.29 cm,2.2 Kg,Dell XPS,intel,HD Audio,,,,,
"HP ProBook 440 G1 Core i5 4th Gen 14"" LED Laptop","৳ 14,000",ZOOM COMPUTERS,Mirpur,01798303030,Used Laptop,HP,Used,Standard,Intel Core i5-4200M 4th Generation,"3M Cache, up to 2.50 GHz","14"" Diagonal LED-backlit HD Anti-Glare",4GB DDR3,128 GB,SSD,Intel HD Graphics 4600,"Gigabit LAN, Wi-Fi, Bluetooth",HD Webcam,yes,3-Cell Li-ion,Standard,Windows 10,12.99 x 9.13 x 0.78 inch,2.10 Kg,HP Probook,intel,HD Audio,,,,,
Lenovo ThinkPad T14s AMD Ryzen 5 Pro 4650U 256GB SSD,"৳ 35,000",Min Technology,Mirpur,01729902524,Used Laptop,Lenovo,Used,Standard,AMD Ryzen 5 Pro 4650U,"Base frequency 2.1GHz Up to 4.0GHz, 3MB L2 / 8MB L3 Cache, Cores 6,  Threads 12","14"" FHD",8GB DDR4,256 GB,SSD,4GB Built-in and 2GB dedicated Graphics Card,"Intel Wi-Fi 6 AX200, 802.11ax 2 x 2 Wi-Fi + Bluetooth 5.1",HD Webcam,1 x Smart card reader,"Li-Polymer 57Wh, 3 hours backup",Standard,,328.8 x 225.8 x 16.1 mm,1.27 kg,Lenovo Thinkpad,AMD SoC,High Definition (HD) Audio,,,,,
Asus GL552VW Core i5 6th Gen 8GB RAM Laptop,"৳ 23,000",ZOOM COMPUTERS,Mirpur,01798303030,Used Laptop,Asus,Used,Standard,Intel Core i5-6300HQ 6th Gen Processor,"2.3 GHz up to 3.2 GHz, 6 MB Cache","15.6"" IPS 16:9 Full HD Anti Glare LED",8 GB DDR4,256GB,SSD,Built-in Graphics,"Integrated 10/ 100 BASE-T Ethernet LAN, 802.11b/g/n And Bluetooth 4.0 Combo",HD Web Camera,"Integrated Wi-Fi 802.11 b/g/n, Bluetooth",4 Cell 4.5 Hours Backup Battery,Backlit,Free DOS,,2.3 Kg,Others,,Built-in Speakers And Microphone,DVD R/W,,,,
Dell XPS 13 9380 Core i7 8th Gen 16GB RAM / 512GB SSD,"৳ 47,000",Min Technology,Mirpur,01729902524,Used Laptop,Dell,Used,Standard,Intel Core i7 8565U 8th Generation,"8MB Cache, 4 Core, Up to 4.60GHz",13.3-Inch Infinity Edge 4K Touch Display,16GB DDR4,512GB M.2 NVME SSD,SSD,8 GB Intel Graphics,"Wi-Fi 802.11ac, Bluetooth V4.1",HD Webcam,2.1 MicroSD Card Reader,Long Time Battery Backup,,,302 x 199 x 7.8 mm,1.23 kg,Dell XPS,Integrated with Processor,Stereo Speakers with Waves Maxx Audio Pro 1 W x 2 = 2 W Total,,,,,
Lenovo ThinkPad T490 Core i5 8th Gen 512GB SSD,"৳ 30,500",Mr. Tech,ElephantRoad,01911570045,Used Laptop,Lenovo,Used,Standard,Intel Core i5-8365U 8th Generation,"6M Cache, up to 4.10GHz","14"" FHD IPS",16GB DDR4,512GB,SSD,Intel UHD 4K Graphics 620,Intel Dual-Band Wire-less 2 x 2 AC /WiFi 6 (AX),HD 720p with ThinkShutter privacy cover,,Lithium-Ion,Backlight,Windows,17.48 x 11.81 x 3.23 inch,2.04 Kg,Lenovo Thinkpad,,"Dolby Audio Premium, Dual far-field microphones",,,,,
Lenovo ThinkPad T490s Core i7 8th Gen 512GB SSD Touch,"৳ 40,000",Min Technology,Mirpur,01729902524,Used Laptop,Lenovo,Used,Standard,Intel Core i7-8565U 8th Generation,"Up To 4.80 GHz, 8MB Cache","14"" FHD Touchscreen Display",16GB DDR4,512GB NVMe,SSD,,Intel Dual Band 8265 Wireless AC (2 x 2) & Bluetooth 4.1 with vPr,HD Camera,4-in-1 SD card reader,3 Cell Li-Ion 24Wh,Backlit,Windows,12.95 x 8.94 x 0.74 inch,1.63 Kg,Lenovo Thinkpad,Intel,"Stereo Speakers, 1W x2, Dolby Audio Premium",N/A,,,,
HP ZBook Firefly 14 G7 Core i7 10th Gen Laptop,"৳ 55,000",ZOOM COMPUTERS,Mirpur,01798303030,Used Laptop,HP,Used,Standard,Intel Core i7 10th Gen,"3.90 GHz with Turbo Boost, 2 Cores, 4 Threads, 4","14"" FHD Display",16GB DDR4,512 Nvme,SSD,8 GB Share Graphich,"Intel Wi-Fi 6 AX201 (2 x 2) and Bluetooth 5 combo, non-vPro",720p HD Camera,Yes,"HP Long Life 3-cell, 53 Wh Li-ion",Optional backlit,Windows 10,,,HP ZBook,Intel Chipset,"Audio by Bang & Olufsen, HD Audio",No,,SSD Upgrade,,
Lenovo ThinkPad T14s Gen 3 Core i7 12th Gen Laptop,"৳ 84,999",TWO STAR LAPTOP,ElephantRoad,01723574892,Used Laptop,Lenovo,Used,Standard,Intel Core i7-1280P 12th Gen with vPro Processor,"24M Cache, up to 4.80 GHz",14 inch WUXGA IPS Display,"16GB, 2 x 8GB Up to 3200MHz DDR4 Non-ECC",1TB PCIe M.2 NVMe Class 35 Solid State Drive,SSD,Intel Iris XE Graphics,"1 x RJ45 Ethernet, Intel Wi-Fi 6 AX201 802.11AX 2 x 2 Bluetooth Bluetooth 5.1",HD,1 smart card reader,"4 Cell, 42Wh Li-Polymer",US International,Free DOS,"12.50 x 8.93 x 0.65""",1.22 Kg,Lenovo Thinkpad,Intel,"Dolby Audio Speaker System, front facing Dual far-field microphones",N/A,,,,Thander Black
Apple A1502 MacBook Pro 2015 Core i5 16GB RAM,"৳ 44,999",TWO STAR LAPTOP,ElephantRoad,01723574892,Used Laptop,Apple,Used,Standard,Core i5,2.70 GHz,13.3 Inch,16GB,1TB,SSD,Intel Iris Graphics 6100,"802.11ac Wi-Fi wireless networking, IEEE 802.11a/b/g/n Compatible, Bluetooth 4.0",720p FaceTime HD Camera,Yes,Up to 7 hours,"Full-size backlit with 78 (U.S.) or 79 (ISO) keys, including 12 function keys and 4 arrow keys with ambient light sensor",Yes,12.35 x 8.62 x 0.71 inch,1.8 Kg,Others,Yes,Yes,No,,,,
"Apple MacBook Pro 16GB RAM Core i7 16"" 4K Display","৳ 72,999",TWO STAR LAPTOP,ElephantRoad,01723574892,Used Laptop,Apple,Used,Macbook,Intel Core i7-9th Generation,2.9GHz dual-core and turbo boost up to 3.6GHz with 4MB L3 cache,16-inch Diagonal LED-backlit glossy widescreen display with support for millions of colors,16GB,512GB,SSD,AMD Radeon Pro 5300M,02.11n Wi-Fi wireless networking 3 IEEE 802.11a / b / g compatible Bluetooth 4.0 wireless technology,720p FaceTime HD camera,SDXC card slot,Up to 30 days of standby time,"Touch Bar, 65 (U.S.) or 66 (ISO) keys including 4 arrow keys in an inverted‑T arrangement",Mac,0.95 x 12.78 x 8.94 inch,2.06 Kg,Others,,Stereo speakers with subwoofer omnidirectional microphone Support for Apple iPhone headset with remote and microphone Support for audio line out digital / analog,No,✅ A2141,,,
Acer Extensa Core i3 11th Gen 8GB RAM Laptop,"৳ 29,999",TWO STAR LAPTOP,ElephantRoad,01723574892,Used Laptop,Acer,Used,Standard,Intel Core i3-1115G4 11th Gen,Up to 4.10 GHz,15.6-inch IPS FHD,8 GB DDR4,128GB M.2 Nvme,SSD,Intel UHD Graphics,Wi-Fi 6 802.11AX (2 x 2),720p HD with Think Shutter,MicroSD card reader,2-cell Li-ion battery,Standard numeric,Windows,363.4 x 250.5 x 19.90mm,1.90 Kg,Others,Intel Integrated SoC,Dual speakers,,,,,
"Lenovo Thinkpad X1 Carbon Core i5 8th Gen 14"" Laptop","৳ 33,499",TWO STAR LAPTOP,ElephantRoad,01723574892,Used Laptop,Lenovo,Used,Standard,Intel Core i5 8th Generation,"1.60 GHz, up to 4.20 GHz with Turbo Boost, 4 Cores, 8 Threads, 6MB Cache",14-inch 1920 x 1080P IPS Display,16GB DDR4,512GB,SSD,Integrated UHD Graphics 620,Intel Wi-Fi 6 AX201 802.11AX 2 x 2 & Bluetooth 5.2,HD 720p with ThinkShutter Privacy Cover,SD Card Reader,4 Cell 51Wh Internal,Backlit-US English,Windows,"12.71 x 8.54 x 0.59""",1.09 Kg,Lenovo Thinkpad,,"Dolby Atmos Speaker System, 4 x 360-degree far-field microphones",,,,,
Asus VivoBook 15 X515EA Core i5 11th Gen Laptop,"৳ 39,999",TWO STAR LAPTOP,ElephantRoad,01723574892,Used Laptop,Asus,Used,Standard,Intel Core i5-1135G7 11th gen,"8M Cache, 2.40 GHz up to 4.20 GHz","15.6-inch FHD  Anti-Glare, LED Backlit",8GB DDR4 3200MHz,512GB NVME,SSD,Intel Iris Xe Graphics,"Wi-Fi 5(802.11ac), Bluetooth 4.1",VGA camera,Micro SD Card Reader,"2-cell Li-ion, 37WHrs Capacity",Backlit,Windows,36.02 x 23.49 x 1.99 ~ 1.99 cm,1.80 Kg,Asus Vivobook,,"SonicMaster Audio by ICEpower with Cortana support, Built-in speaker",N / A,,,,
Dell XPS 13 9370 Core i5 8th Gen 512GB SSD Laptop,"৳ 29,999",TWO STAR LAPTOP,ElephantRoad,01723574892,Used Laptop,Dell,Used,Standard,Intel Core i5-8350U 8th Generation,"6M Cache, up to 3.60 GHz",13.3'' FHD Infinity Edge display,16GB DDR4,512 GB M.2 Nvme,SSD,"128MB Shared Memory 4001 GB, Intel UHD Graphics 620","802.11ac 2 x 2 a, Bluetooth",HD Camera,,"4-Cell, 52WHr",Keyboard Backlit,Windows 11,11.6 x 302 x 199mm,2.67 Kg,Dell XPS,Intel,1W x 2 = 2W total 4 digital array microphone,,,,,
HP 15s-fq5786TU Core i3 12th Gen Laptop,"৳ 34,999",TWO STAR LAPTOP,ElephantRoad,01723574892,Used Laptop,HP,Used,Standard,Intel Core i3-1215U 12th Generation,"10M Cache, up to 4.40 GHz","15.6"" FHD IPS Anti-Glare",8GB DDR4 3200MHz,256GB PCIe NVMe M.2,SSD,Intel UHD Graphics,"Realtek RTL8822CE 802.11a/b/g/n/ac (2 x 2), Bluetooth 5",HP True Vision 720p HD,Multi-format SD media card reader,3-Cell Li-ion,Spill-Resistant,Windows 11 Home,35.85 x 24.2 x 1.79 cm,Starting at 1.7 Kg,Others,Intel Integrated SoC,Dual speaker,,,Extra M.2 Slot,,
Lenovo ThinkPad L14 Gen-2 Core i5 11th Gen Laptop,"৳ 40,999",TWO STAR LAPTOP,ElephantRoad,01723574892,Used Laptop,Lenovo,Intact,Standard,Intel Core i5-1135G7 11th Generation,"Base Frequency 2.40 GHz, up to 4.20GHz, 8MB Cache","14"" FHD, IPS, Anti-Glare, Non-Touch, 250 nits",8GB DDR4 3200MHz,256GB M.2 2280 PCIe,SSD,Intel Iris Xe,"WiFi 6 802.11 AX WLAN, Bluetooth V5.1, NFC",720p HD with webcam privacy shutter,Smart card reader,"3-Cell Li-Polymer Internal Battery, 45Wh",Spill-Resistant,Windows,,1.58Kg,Lenovo Thinkpad,,Dolby Audio Premium / Stereo speakers,,,M.2 Type SSD Supported,,
